Date,Month,Sub-Category,Description,Account Name,Transaction Type,Count,Category Number,Sub-Category Number,Category,Budget,Expense Type,Expense Type Factor,Forecast Amount,Budget Amount,Amount,Cash
2017-08-14,2017-08-14,Shopping,Jo-Ann Stores,Venture,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-15.26,9122.039999999999
2017-08-14,2017-08-14,Shopping,Wal-Mart,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-14.98,9122.039999999999
2017-08-14,2017-08-14,Subscriptions,iTunes,CHECKING,debit,1,7,1,Subscriptions,Input,Fixed,1.0,0.0,0.0,-6.98,9122.039999999999
2017-08-14,2017-08-14,Veterinary,Broadview Animal Hospital,Venture,debit,1,8,10,Misc Expenses,Input,Fixed,1.0,0.0,0.0,-67.15,9122.039999999999
2017-08-16,2017-08-16,Fast Food,Liberty Cafe,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,1.7,0.85,-1.7,8631.079999999998
2017-08-16,2017-08-16,Gas & Fuel,Cumberland Farms,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,17.84,8.92,-17.84,8631.079999999998
2017-08-16,2017-08-16,Gas & Fuel,SUNOCO 0598351500,Venture,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,26.55,13.275,-26.55,8631.079999999998
2017-08-16,2017-08-16,Home Supplies/Servic,TRUGREEN,Venture,debit,1,5,4,Home,Est,Reducable,0.8,79.95,63.96000000000001,-79.95,8631.079999999998
2017-08-17,2017-08-17,Cash Gifts,Papa Al & Mema,CREDIT CARD,credit,2,30,6,Income,Input,Fixed,1.0,0.0,0.0,100.0,8505.039999999997
2017-08-17,2017-08-17,Gas Stn Snacks/Beer,Circle K,Venture,debit,1,2,4,Food & Dining,Est,Reducable,0.8,5.44,4.352,-5.44,8505.039999999997
2017-08-17,2017-08-17,Paycheck,Liberty Mutual,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,1278.36,8505.039999999997
2017-08-17,2017-08-17,Reimbursement,Liberty Mutual Desc,CHECKING,credit,1,30,3,Income,Input,Fixed,1.0,0.0,0.0,374.16,8505.039999999997
2017-08-18,2017-08-18,Coffee Shops,Dunkin Donuts,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,3.19,3.5090000000000003,-3.19,10252.119999999997
2017-08-18,2017-08-18,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,124.48,149.376,-124.48,10252.119999999997
2017-08-18,2017-08-18,Parking,City Portsmouth,CHECKING,debit,1,4,4,Auto & Transport,Est,Fixed,1.0,3.5,3.5,-3.5,10252.119999999997
2017-08-18,2017-08-18,Paycheck,KLA Diabetes Care,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,523.25,10252.119999999997
2017-08-19,2017-08-19,Pet Food & Supplies,Foster Smith,Venture,debit,1,8,8,Misc Expenses,Input,Fixed,1.0,0.0,0.0,-136.2,10644.199999999997
2017-08-21,2017-08-21,Alcohol & Bars,NH Liquor Store,Venture,debit,1,2,1,Food & Dining,Est,Discretionary,1.0,24.99,24.99,-24.99,10507.999999999996
2017-08-21,2017-08-21,Coffee Shops,Aroma Joes,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,4.0,4.4,-4.0,10507.999999999996
2017-08-21,2017-08-21,Fast Food,Lone Oak Ice Cream,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,10.24,5.12,-10.24,10507.999999999996
2017-08-21,2017-08-21,Fast Food,Pizza Hut,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,12.81,6.405,-12.81,10507.999999999996
2017-08-21,2017-08-21,Gas & Fuel,Cumberland Farms,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,24.85,12.425,-24.85,10507.999999999996
2017-08-21,2017-08-21,Gas Stn Snacks/Beer,Circle K,Venture,debit,2,2,4,Food & Dining,Est,Reducable,0.8,12.67,10.136000000000001,-12.67,10507.999999999996
2017-08-21,2017-08-21,Groceries,BJ's Wholesale Club,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,18.29,21.947999999999997,-18.29,10507.999999999996
2017-08-21,2017-08-21,Groceries,Share Withdrawal,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,20.0,24.0,-20.0,10507.999999999996
2017-08-21,2017-08-21,Home Supplies/Servic,Lowes,Venture,debit,1,5,4,Home,Est,Reducable,0.8,10.42,8.336,-10.42,10507.999999999996
2017-08-21,2017-08-21,Misc Shopping,Federal Cigar,CHECKING,debit,1,10,6,Shopping,Input,Discretionary,1.0,0.0,0.0,-10.5,10507.999999999996
2017-08-21,2017-08-21,Music,iTunes,CHECKING,debit,1,11,4,Entertainment,Est,Discretionary,0.1,0.99,0.099,-0.99,10507.999999999996
2017-08-21,2017-08-21,Pharmacy,RITE AID STORE - 10300,Venture,debit,1,6,4,Health & Fitness,Input,Reducable,0.7,0.0,0.0,-21.15,10507.999999999996
2017-08-21,2017-08-21,Pharmacy,Rite Aid,CHECKING,debit,1,6,4,Health & Fitness,Input,Reducable,0.7,0.0,0.0,-3.18,10507.999999999996
2017-08-22,2017-08-22,Movies & DVDs,Redbox,CHECKING,debit,1,11,3,Entertainment,Est,Discretionary,0.1,1.5,0.15000000000000002,-1.5,10333.909999999996
2017-08-23,2017-08-23,Auto Insurance,Liberty Mutual,Venture,debit,1,1,1,Bills & Utilities,Input,Fixed,1.0,0.0,0.0,-159.58,10332.409999999996
2017-08-23,2017-08-23,Fast Food,McDonald's,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,3.59,1.795,-3.59,10332.409999999996
2017-08-23,2017-08-23,Music,iTunes,CHECKING,debit,1,11,4,Entertainment,Est,Discretionary,0.1,0.99,0.099,-0.99,10332.409999999996
2017-08-24,2017-08-24,Baby Supplies,Amazon,Venture,debit,1,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-22.95,10168.249999999996
2017-08-24,2017-08-24,Coffee Shops,Dunkin Donuts,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,3.8,4.18,-3.8,10168.249999999996
2017-08-24,2017-08-24,Gas & Fuel,Circle K,Venture,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,20.01,10.005,-20.01,10168.249999999996
2017-08-24,2017-08-24,Gas & Fuel,Cumberland Farms,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,29.93,14.965,-29.93,10168.249999999996
2017-08-24,2017-08-24,Groceries,Market Basket,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,16.26,19.512,-16.26,10168.249999999996
2017-08-25,2017-08-25,Fast Food,McDonald's,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,4.14,2.07,-4.14,10075.299999999996
2017-08-25,2017-08-25,State of NH,Middleton Town,CHECKING,debit,1,4,6,Auto & Transport,Est,Fixed,1.0,163.2,163.2,-163.2,10075.299999999996
2017-08-28,2017-08-28,Coffee Shops,Aroma Joes,CHECKING,debit,2,2,2,Food & Dining,Est,Reducable,1.1,14.0,15.400000000000002,-14.0,9907.959999999995
2017-08-28,2017-08-28,Fast Food,Wendys,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,4.45,2.225,-4.45,9907.959999999995
2017-08-28,2017-08-28,Gas & Fuel,Cumberland Farms,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,30.74,15.37,-30.74,9907.959999999995
2017-08-28,2017-08-28,Gas Stn Snacks/Beer,Gulf,CHECKING,debit,1,2,4,Food & Dining,Est,Reducable,0.8,2.39,1.9120000000000001,-2.39,9907.959999999995
2017-08-28,2017-08-28,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,49.8,59.75999999999999,-49.8,9907.959999999995
2017-08-28,2017-08-28,Groceries,Lone Oak Ice Cream,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,20.7,24.84,-20.7,9907.959999999995
2017-08-28,2017-08-28,Groceries,Lovell Lake Food Center,Venture,debit,1,2,5,Food & Dining,Est,Reducable,1.2,4.77,5.723999999999999,-4.77,9907.959999999995
2017-08-28,2017-08-28,Groceries,Market Basket,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,101.1,121.32,-101.1,9907.959999999995
2017-08-28,2017-08-28,Home Supplies/Servic,Home Depot,Venture,debit,1,5,4,Home,Est,Reducable,0.8,11.46,9.168000000000001,-11.46,9907.959999999995
2017-08-28,2017-08-28,Veterinary,Broadview Animal Hospital,Venture,debit,1,8,10,Misc Expenses,Input,Fixed,1.0,0.0,0.0,-67.15,9907.959999999995
2017-08-29,2017-08-29,Fast Food,McDonald's,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,10.56,5.28,-10.56,9601.399999999996
2017-08-29,2017-08-29,Groceries,MCKENZIES FARM,Venture,debit,1,2,5,Food & Dining,Est,Reducable,1.2,15.73,18.876,-15.73,9601.399999999996
2017-08-29,2017-08-29,Home Supplies/Servic,FOREST PUMP AND FILTER,Venture,debit,1,5,4,Home,Est,Reducable,0.8,16.0,12.8,-16.0,9601.399999999996
2017-08-31,2017-08-31,Clothing,Kohl's,Venture,debit,1,10,1,Shopping,Input,Reducable,1.0,0.0,0.0,-6.0,9559.109999999995
2017-08-31,2017-08-31,Coffee Shops,Dunkin Donuts,CHECKING,debit,2,2,2,Food & Dining,Est,Reducable,1.1,3.91,4.301,-3.91,9559.109999999995
2017-08-31,2017-08-31,Coffee Shops,Dunkin Donuts,Venture,debit,1,2,2,Food & Dining,Est,Reducable,1.1,6.34,6.974,-6.34,9559.109999999995
2017-08-31,2017-08-31,Electric Bill,Eversource Desc Web,CHECKING,debit,1,1,3,Bills & Utilities,Input,Reducable,0.9,0.0,0.0,-155.08,9559.109999999995
2017-08-31,2017-08-31,Groceries,Hannaford,Venture,debit,1,2,5,Food & Dining,Est,Reducable,1.2,5.98,7.176,-5.98,9559.109999999995
2017-08-31,2017-08-31,Hobbies,Jo-Ann Stores,CHECKING,debit,1,10,5,Shopping,Input,Reducable,1.0,0.0,0.0,-11.46,9559.109999999995
2017-08-31,2017-08-31,Investments,Dividend,CREDIT CARD,credit,1,30,9,Income,Est,Fixed,1.0,0.04,0.04,0.04,9559.109999999995
2017-08-31,2017-08-31,Investments,Dividend,EMERSYN,credit,1,30,9,Income,Est,Fixed,1.0,0.34,0.34,0.34,9559.109999999995
2017-08-31,2017-08-31,Investments,Dividend,MORTGAGE,credit,1,30,9,Income,Est,Fixed,1.0,0.16,0.16,0.16,9559.109999999995
2017-08-31,2017-08-31,Investments,Dividend,SAFETY NET,credit,1,30,9,Income,Est,Fixed,1.0,3.94,3.94,3.94,9559.109999999995
2017-08-31,2017-08-31,Paycheck,KLA Diabetes Care,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,667.37,9559.109999999995
2017-08-31,2017-08-31,Student Loan,FedLoan Servicing,CHECKING,debit,1,0,3,Loans,Input,Fixed,1.0,0.0,0.0,-136.21,9559.109999999995
2017-09-01,2017-09-01,Groceries,Market Basket,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,128.35,154.01999999999998,-128.35,9905.979999999996
2017-09-01,2017-09-01,Mortgage & Rent,Pennymac Loan,CHECKING,debit,1,0,2,Loans,Input,Fixed,1.0,0.0,0.0,-1419.59,9905.979999999996
2017-09-01,2017-09-01,Paycheck,Liberty Mutual,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,1262.97,9905.979999999996
2017-09-01,2017-09-01,Service & Parts,Meineke,Venture,debit,1,4,5,Auto & Transport,Input,Fixed,1.0,0.0,0.0,-40.0,9905.979999999996
2017-09-01,2017-09-01,Shopping,Big Lots,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-7.0,9905.979999999996
2017-09-01,2017-09-01,Student Loan,NelNet Student Loan,CHECKING,debit,1,0,3,Loans,Input,Fixed,1.0,0.0,0.0,-152.9,9905.979999999996
2017-09-02,2017-09-02,Gas Stn Snacks/Beer,SUNOCO 0598351500,Venture,debit,1,2,4,Food & Dining,Est,Reducable,0.8,2.71,2.168,-2.71,9421.109999999997
2017-09-02,2017-09-02,Subscriptions,BJ's Wholesale Club,Venture,debit,1,7,1,Subscriptions,Input,Fixed,1.0,0.0,0.0,-50.0,9421.109999999997
2017-09-04,2017-09-04,Veterinary,Petco,Venture,debit,1,8,10,Misc Expenses,Input,Fixed,1.0,0.0,0.0,-54.99,9368.399999999998
2017-09-05,2017-09-05,Clothing,Miltons,CHECKING,debit,1,10,1,Shopping,Input,Reducable,1.0,0.0,0.0,-9.99,9313.409999999998
2017-09-05,2017-09-05,Coffee Shops,Aroma Joes,CHECKING,debit,2,2,2,Food & Dining,Est,Reducable,1.1,13.0,14.3,-13.0,9313.409999999998
2017-09-05,2017-09-05,Coffee Shops,Dunkin Donuts,CHECKING,debit,2,2,2,Food & Dining,Est,Reducable,1.1,5.92,6.5120000000000005,-5.92,9313.409999999998
2017-09-05,2017-09-05,Fast Food,McDonald's,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,6.52,3.26,-6.52,9313.409999999998
2017-09-05,2017-09-05,Gas & Fuel,Cumberland Farms,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,28.28,14.14,-28.28,9313.409999999998
2017-09-05,2017-09-05,Gas Stn Snacks/Beer,Gulf,CHECKING,debit,1,2,4,Food & Dining,Est,Reducable,0.8,1.08,0.8640000000000001,-1.08,9313.409999999998
2017-09-05,2017-09-05,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,32.62,39.144,-32.62,9313.409999999998
2017-09-05,2017-09-05,Groceries,Wal-Mart,Venture,debit,1,2,5,Food & Dining,Est,Reducable,1.2,25.07,30.084,-25.07,9313.409999999998
2017-09-05,2017-09-05,Ron - Student Loans,Ron - Assist w/ Student Loan,CHECKING,credit,1,30,4,Income,Input,Fixed,1.0,0.0,0.0,250.0,9313.409999999998
2017-09-05,2017-09-05,Shopping,Wal-Mart,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-13.27,9313.409999999998
2017-09-05,2017-09-05,VENMO,venmo,CHECKING,credit,2,8,6,Misc Expenses,Est,Reducable,0.0,0.37,0.0,0.37,9313.409999999998
2017-09-05,2017-09-05,VENMO,venmo,CHECKING,debit,2,8,6,Misc Expenses,Est,Reducable,0.0,0.37,0.0,-0.37,9313.409999999998
2017-09-06,2017-09-06,Shopping,HAYNEEDLE,Venture,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-319.98,9427.659999999998
2017-09-06,2017-09-06,Shopping,Wal-Mart,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-6.89,9427.659999999998
2017-09-07,2017-09-07,Baby Supplies,Amazon,Venture,debit,1,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-33.83,9100.789999999997
2017-09-07,2017-09-07,Coffee Shops,Dunkin Donuts,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,2.5,2.75,-2.5,9100.789999999997
2017-09-07,2017-09-07,Fast Food,Wendy's,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,5.85,2.925,-5.85,9100.789999999997
2017-09-07,2017-09-07,Gas & Fuel,Circle K,Venture,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,25.05,12.525,-25.05,9100.789999999997
2017-09-07,2017-09-07,Groceries,Market Basket,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,16.97,20.363999999999997,-16.97,9100.789999999997
2017-09-07,2017-09-07,Shopping,HAYNEEDLE,Venture,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-167.19,9100.789999999997
2017-09-07,2017-09-07,State of NH,Middleton Town,CHECKING,debit,1,4,6,Auto & Transport,Est,Fixed,1.0,402.2,402.2,-402.2,9100.789999999997
2017-09-07,2017-09-07,VENMO,venmo,CHECKING,debit,1,8,6,Misc Expenses,Est,Reducable,0.0,10.0,0.0,-10.0,9100.789999999997
2017-09-08,2017-09-08,Coffee Shops,Dunkin Donuts,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,4.39,4.829,-4.39,8437.199999999997
2017-09-08,2017-09-08,Fast Food,Liberty Cafe,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,7.1,3.55,-7.1,8437.199999999997
2017-09-08,2017-09-08,Fast Food,McDonald's,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,3.7,1.85,-3.7,8437.199999999997
2017-09-08,2017-09-08,Gas & Fuel,Cumberland Farms,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,40.52,20.26,-40.52,8437.199999999997
2017-09-08,2017-09-08,Groceries,Wal-Mart,Venture,debit,1,2,5,Food & Dining,Est,Reducable,1.2,10.4,12.48,-10.4,8437.199999999997
2017-09-08,2017-09-08,Service & Parts,Meineke,Venture,debit,1,4,5,Auto & Transport,Input,Fixed,1.0,0.0,0.0,-74.95,8437.199999999997
2017-09-08,2017-09-08,Subscriptions,Netflix,CHECKING,debit,1,7,1,Subscriptions,Input,Fixed,1.0,0.0,0.0,-9.99,8437.199999999997
2017-09-11,2017-09-11,Coffee Shops,Aroma Joes,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,2.5,2.75,-2.5,8286.149999999998
2017-09-11,2017-09-11,Coffee Shops,Dunkin Donuts,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,2.61,2.871,-2.61,8286.149999999998
2017-09-11,2017-09-11,Education,SNHU BURSAR,Venture,debit,1,10,1,Education,Input,Fixed,1.0,0.0,0.0,-150.0,8286.149999999998
2017-09-11,2017-09-11,Fast Food,Dairy Queen,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,4.67,2.335,-4.67,8286.149999999998
2017-09-11,2017-09-11,Fast Food,Sunoco,CHECKING,debit,2,2,3,Food & Dining,Est,Reducable,0.5,7.61,3.805,-7.61,8286.149999999998
2017-09-11,2017-09-11,Fast Food,Town Farm Count,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,9.45,4.725,-9.45,8286.149999999998
2017-09-11,2017-09-11,Gas & Fuel,Cumberland Farms,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,17.26,8.63,-17.26,8286.149999999998
2017-09-11,2017-09-11,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,2.15,2.5799999999999996,-2.15,8286.149999999998
2017-09-11,2017-09-11,Groceries,Hannaford,Venture,debit,1,2,5,Food & Dining,Est,Reducable,1.2,103.84,124.608,-103.84,8286.149999999998
2017-09-11,2017-09-11,Mobile Phone,Verizon Wireless,Venture,debit,1,1,4,Bills & Utilities,Input,Fixed,1.0,0.0,0.0,-179.24,8286.149999999998
2017-09-11,2017-09-11,Movies & DVDs,Redbox,CHECKING,debit,1,11,3,Entertainment,Est,Discretionary,0.1,3.0,0.30000000000000004,-3.0,8286.149999999998
2017-09-11,2017-09-11,Parking,City Portsmouth,CHECKING,debit,2,4,4,Auto & Transport,Est,Fixed,1.0,7.5,7.5,-7.5,8286.149999999998
2017-09-11,2017-09-11,Pet Food & Supplies,Amazon,Venture,debit,1,8,8,Misc Expenses,Input,Fixed,1.0,0.0,0.0,-43.69,8286.149999999998
2017-09-11,2017-09-11,Pharmacy,CVS,CHECKING,debit,1,6,4,Health & Fitness,Input,Reducable,0.7,0.0,0.0,-15.49,8286.149999999998
2017-09-11,2017-09-11,Student Loan,Navient,CHECKING,debit,1,0,3,Loans,Input,Fixed,1.0,0.0,0.0,-330.0,8286.149999999998
2017-09-12,2017-09-12,Clothing,Old Navy,CHECKING,debit,1,10,1,Shopping,Input,Reducable,1.0,0.0,0.0,-8.7,7407.139999999998
2017-09-12,2017-09-12,Home Supplies/Servic,CN Brown,Venture,debit,1,5,4,Home,Est,Reducable,0.8,443.61,354.88800000000003,-443.61,7407.139999999998
2017-09-13,2017-09-13,Doctor,SEQUENOM CENTER FOR MOL,Venture,debit,1,6,2,Health & Fitness,Input,Fixed,1.0,0.0,0.0,-200.0,6954.829999999997
2017-09-13,2017-09-13,Gas & Fuel,Cumberland Farms,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,25.03,12.515,-25.03,6954.829999999997
2017-09-13,2017-09-13,Home Supplies/Servic,TRUGREEN,Venture,debit,1,5,4,Home,Est,Reducable,0.8,79.95,63.96000000000001,-79.95,6954.829999999997
2017-09-14,2017-09-14,Doctor,WENTWORTH DOUGLASS PHYSIC,Venture,debit,1,6,2,Health & Fitness,Input,Fixed,1.0,0.0,0.0,-126.97,6649.849999999997
2017-09-14,2017-09-14,Fast Food,Five Guys,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,0.88,0.44,-0.88,6649.849999999997
2017-09-14,2017-09-14,Fast Food,McDonald's,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,5.76,2.88,-5.76,6649.849999999997
2017-09-14,2017-09-14,Gas Stn Snacks/Beer,Cumberland Farms,Venture,debit,1,2,4,Food & Dining,Est,Reducable,0.8,4.99,3.9920000000000004,-4.99,6649.849999999997
2017-09-14,2017-09-14,Paycheck,KLA Diabetes Care,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,500.19,6649.849999999997
2017-09-14,2017-09-14,Paycheck,Liberty Mutual,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,1247.61,6649.849999999997
2017-09-14,2017-09-14,Restaurants,Farmington House of Pizza,Venture,debit,1,2,6,Food & Dining,Est,Reducable,1.5,14.67,22.005,-14.67,6649.849999999997
2017-09-14,2017-09-14,Subscriptions,iTunes,CHECKING,debit,1,7,1,Subscriptions,Input,Fixed,1.0,0.0,0.0,-16.97,6649.849999999997
2017-09-15,2017-09-15,Fast Food,Tropical Smoothie Cafe,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,6.31,3.155,-6.31,8227.409999999996
2017-09-15,2017-09-15,Pet Food & Supplies,PetSmart,CHECKING,debit,1,8,8,Misc Expenses,Input,Fixed,1.0,0.0,0.0,-13.88,8227.409999999996
2017-09-15,2017-09-15,Pharmacy,CVS,CHECKING,debit,1,6,4,Health & Fitness,Input,Reducable,0.7,0.0,0.0,-11.23,8227.409999999996
2017-09-15,2017-09-15,Prof Designation,The Insitutes,Venture,debit,1,10,2,Education,Input,Reimbursed,1.0,0.0,0.0,-1582.24,8227.409999999996
2017-09-15,2017-09-15,Veterinary,Broadview Animal Hospital,Venture,debit,1,8,10,Misc Expenses,Input,Fixed,1.0,0.0,0.0,-380.25,8227.409999999996
2017-09-18,2017-09-18,Cable/ Internet,Time Warner,CHECKING,debit,1,1,2,Bills & Utilities,Input,Fixed,1.0,0.0,0.0,-153.63,6233.499999999996
2017-09-18,2017-09-18,Coffee Shops,Aroma Joes,CHECKING,debit,2,2,2,Food & Dining,Est,Reducable,1.1,13.25,14.575000000000001,-13.25,6233.499999999996
2017-09-18,2017-09-18,Fast Food,Panera Bread,CHECKING,debit,2,2,3,Food & Dining,Est,Reducable,0.5,21.98,10.99,-21.979999999999997,6233.499999999996
2017-09-18,2017-09-18,Gas & Fuel,Cumberland Farms,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,38.73,19.365,-38.73,6233.499999999996
2017-09-18,2017-09-18,Gas Stn Snacks/Beer,Circle K,CHECKING,debit,1,2,4,Food & Dining,Est,Reducable,0.8,5.37,4.296,-5.37,6233.499999999996
2017-09-18,2017-09-18,Gas Stn Snacks/Beer,SUNOCO 0598351500,Venture,debit,1,2,4,Food & Dining,Est,Reducable,0.8,7.07,5.656000000000001,-7.07,6233.499999999996
2017-09-18,2017-09-18,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,135.51,162.612,-135.51,6233.499999999996
2017-09-18,2017-09-18,Hair,Extreme Hair,Venture,debit,1,9,1,Personal Care,Input,Fixed,1.0,0.0,0.0,-95.0,6233.499999999996
2017-09-18,2017-09-18,Hobbies,Hobby Lobby,CHECKING,debit,1,10,5,Shopping,Input,Reducable,1.0,0.0,0.0,-7.99,6233.499999999996
2017-09-18,2017-09-18,Home Improvement,Home Depot,CHECKING,debit,1,5,2,Home,Input,Reducable,0.8,0.0,0.0,-8.71,6233.499999999996
2017-09-18,2017-09-18,Pet Food & Supplies,Petco,CHECKING,debit,1,8,8,Misc Expenses,Input,Fixed,1.0,0.0,0.0,-12.99,6233.499999999996
2017-09-18,2017-09-18,Veterinary,Broadview Animal Hospital,CHECKING,debit,1,8,10,Misc Expenses,Input,Fixed,1.0,0.0,0.0,-16.1,6233.499999999996
2017-09-19,2017-09-19,Fast Food,Dairy Queen,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,5.32,2.66,-5.32,5717.169999999996
2017-09-19,2017-09-19,Gas & Fuel,Cumberland Farms,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,24.01,12.005,-24.01,5717.169999999996
2017-09-20,2017-09-20,Gas Stn Snacks/Beer,Circle K,CHECKING,debit,1,2,4,Food & Dining,Est,Reducable,0.8,4.77,3.816,-4.77,5687.8399999999965
2017-09-21,2017-09-21,Auto Insurance,Liberty Mutual,Venture,debit,1,1,1,Bills & Utilities,Input,Fixed,1.0,0.0,0.0,-159.58,5683.069999999996
2017-09-21,2017-09-21,Coffee Shops,Aroma Joes,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,3.75,4.125,-3.75,5683.069999999996
2017-09-21,2017-09-21,Groceries,Market Basket,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,9.98,11.976,-9.98,5683.069999999996
2017-09-21,2017-09-21,Music,iTunes,CHECKING,debit,1,11,4,Entertainment,Est,Discretionary,0.1,0.99,0.099,-0.99,5683.069999999996
2017-09-21,2017-09-21,Shopping,Wal-Mart,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-19.35,5683.069999999996
2017-09-22,2017-09-22,Gas Stn Snacks/Beer,Circle K,CHECKING,debit,1,2,4,Food & Dining,Est,Reducable,0.8,8.98,7.184000000000001,-8.98,5489.419999999996
2017-09-22,2017-09-22,Misc Shopping,Amazon,Venture,debit,1,10,6,Shopping,Input,Discretionary,1.0,0.0,0.0,-6.6,5489.419999999996
2017-09-22,2017-09-22,Paycheck,KLA Diabetes Care,CREDIT CARD,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,350.0,5489.419999999996
2017-09-23,2017-09-23,Baby Supplies,Amazon,Venture,debit,2,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-96.14999999999999,5823.8399999999965
2017-09-23,2017-09-23,Dentist,Jd Howard Dental,Venture,debit,1,6,1,Health & Fitness,Input,Fixed,1.0,0.0,0.0,-50.0,5823.8399999999965
2017-09-23,2017-09-23,Fast Food,Pizza Hut,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,11.45,5.725,-11.45,5823.8399999999965
2017-09-23,2017-09-23,Gas & Fuel,Circle K,Venture,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,25.0,12.5,-25.0,5823.8399999999965
2017-09-23,2017-09-23,Groceries,Hannaford,Venture,debit,1,2,5,Food & Dining,Est,Reducable,1.2,106.93,128.316,-106.93,5823.8399999999965
2017-09-25,2017-09-25,Coffee Shops,Aroma Joes,Venture,debit,1,2,2,Food & Dining,Est,Reducable,1.1,8.25,9.075000000000001,-8.25,5534.309999999997
